hpo_id,hpo_label_2013,hpo_label_2017,alt_id,facial_congenital,hpoName,2017_to_2013_alt
HP:0012566,,Premature epimetaphyseal fusion in radius,,,Premature epimetaphyseal fusion in radius,
HP:0012567,,Premature epimetaphyseal fusion in ulna,,,Premature epimetaphyseal fusion in ulna,
HP:0012568,,Lower eyelid edema,,facial dysmorphism,Lower eyelid edema,
HP:0012569,,Delayed menarche,,,Delayed menarche,
HP:0012570,,Synovial sarcoma,,,Synovial sarcoma,
HP:0012571,,Ureter fissus,,,Ureter fissus,
HP:0012572,,Ureter duplex,,congenital abnormality,Ureter duplex,HP:0000073
HP:0012573,,Global proximal tubulopathy,,,Global proximal tubulopathy,
HP:0012574,,Mesangial hypercellularity,,,Mesangial hypercellularity,
HP:0012575,,Abnormal nephron morphology,,,Abnormal nephron morphology,
HP:0012576,,Glomerular C3 deposition,,,Glomerular C3 deposition,
HP:0012577,,Thin glomerular basement membrane,,,Thin glomerular basement membrane,
HP:0012578,,Membranous nephropathy,,,Membranous nephropathy,
HP:0012579,,Minimal change glomerulonephritis,,,Minimal change glomerulonephritis,
HP:0012580,,Calcium phosphate nephrolithiasis,,,Calcium phosphate nephrolithiasis,
HP:0012581,,Solitary renal cyst,,none,Solitary renal cyst,
HP:0012582,,Bilateral renal dysplasia,,,Bilateral renal dysplasia,
HP:0012583,,Unilateral renal hypoplasia,,congenital abnormality,Unilateral renal hypoplasia,
HP:0012584,,Bilateral renal hypoplasia,,congenital abnormality,Bilateral renal hypoplasia,
HP:0012585,,Renal atrophy,,,Renal atrophy,
HP:0012586,,Bilateral renal atrophy,,,Bilateral renal atrophy,
HP:0012587,,Macroscopic hematuria,,,Macroscopic hematuria,
HP:0012588,,Steroid-resistant nephrotic syndrome,,,Steroid-resistant nephrotic syndrome,
HP:0012589,,Multidrug-resistant nephrotic syndrome,,,Multidrug-resistant nephrotic syndrome,
HP:0012590,,Abnormal urine output,,,Abnormal urine output,
HP:0012591,,Abnormal urinary electrolyte concentration,,,Abnormal urinary electrolyte concentration,
HP:0012592,,Albuminuria,,none,Albuminuria,
HP:0012593,,Nephrotic range proteinuria,,,Nephrotic range proteinuria,
HP:0012594,,Microalbuminuria,,,Microalbuminuria,
HP:0012595,,Mild proteinuria,,,Mild proteinuria,
HP:0012596,,Moderate proteinuria,,,Moderate proteinuria,
HP:0012597,,Heavy proteinuria,,,Heavy proteinuria,
HP:0012598,,Abnormal urine potassium concentration,,,Abnormal urine potassium concentration,
HP:0012599,,Abnormal urine phosphate concentration,,,Abnormal urine phosphate concentration,
HP:0012600,,Abnormal urine chloride concentration,,,Abnormal urine chloride concentration,
HP:0012601,,Hypochloriduria,,,Hypochloriduria,
HP:0012602,,Renal chloride wasting,,,Renal chloride wasting,
HP:0012603,,Abnormal urine sodium concentration,,,Abnormal urine sodium concentration,
HP:0012604,,Hyponatriuria,,,Hyponatriuria,
HP:0012605,,Hypernatriuria,HP:0003608,,Hypernatriuria,
HP:0012606,,Renal sodium wasting,,,Renal sodium wasting,
HP:0012607,,Abnormal urine magnesium concentration,,,Abnormal urine magnesium concentration,
HP:0012608,,Hypermagnesiuria,,,Hypermagnesiuria,
HP:0012609,,Hypomagnesiuria,,,Hypomagnesiuria,
HP:0012610,,Abnormality of urinary uric acid concentration,,,Abnormality of urinary uric acid concentration,
HP:0012611,,Increased urinary urate,,,Increased urinary urate,
HP:0012612,,Abnormal urinary sulfate concentration,,,Abnormal urinary sulfate concentration,
HP:0012613,,Increased urinary sulfate,,,Increased urinary sulfate,
HP:0012614,,Abnormal urine cytology,,,Abnormal urine cytology,
HP:0012615,,Cylindruria,,,Cylindruria,
HP:0012616,,Leukocyte cylindruria,,,Leukocyte cylindruria,
HP:0012617,,Erythrocyte cylindruria,,,Erythrocyte cylindruria,
HP:0012618,,Urachal cyst,,,Urachal cyst,
HP:0012619,,Multiple bladder diverticula,,,Multiple bladder diverticula,
HP:0012620,,Cloacal abnormality,,,Cloacal abnormality,
HP:0012621,,Persistent cloaca,,congenital abnormality,Persistent cloaca,HP:0010475
HP:0012622,,Chronic kidney disease,HP:0000106HP:0001918HP:0008671,,Chronic kidney disease,
HP:0012623,,Stage 1 chronic kidney disease,,,Stage 1 chronic kidney disease,
HP:0012624,,Stage 2 chronic kidney disease,,,Stage 2 chronic kidney disease,
HP:0012625,,Stage 3 chronic kidney disease,,,Stage 3 chronic kidney disease,
HP:0012626,,Stage 4 chronic kidney disease,,,Stage 4 chronic kidney disease,
HP:0012627,,Pseudoexfoliation,,,Pseudoexfoliation,
HP:0012628,,Abnormal suspensory ligament of lens morphology,,,Abnormal suspensory ligament of lens morphology,
HP:0012629,,Phakodonesis,,,Phakodonesis,
HP:0012630,,Abnormal trabecular meshwork morphology,,,Abnormal trabecular meshwork morphology,
HP:0012631,,Pigment deposition in the trabecular meshwork,,,Pigment deposition in the trabecular meshwork,
HP:0012632,,Abnormal intraocular pressure,,,Abnormal intraocular pressure,
HP:0012633,,Asymmetry of intraocular pressure,,,Asymmetry of intraocular pressure,
HP:0012634,,Iris pigment dispersion,,,Iris pigment dispersion,
HP:0012635,,Iris hypoperfusion,,,Iris hypoperfusion,
HP:0012636,,Retinal vein occlusion,,,Retinal vein occlusion,
HP:0012637,,Renal calcium wasting,,,Renal calcium wasting,
HP:0012638,,Abnormality of nervous system physiology,,,Abnormality of nervous system physiology,
HP:0012639,,Abnormality of nervous system morphology,,none,Abnormality of nervous system morphology,
HP:0012640,,Abnormality of intracranial pressure,,,Abnormality of intracranial pressure,
HP:0012641,,Decreased intracranial pressure,,,Decreased intracranial pressure,
HP:0012642,,Cerebellar agenesis,,congenital abnormality,Cerebellar agenesis,
HP:0012643,,Foveal hypopigmentation,,,Foveal hypopigmentation,
HP:0012644,,Increased caudate lactate level,,,Increased caudate lactate level,
HP:0012645,,Enlarged peripheral nerve,,,Enlarged peripheral nerve,
HP:0012646,,Retractile testis,,none,Retractile testis,HP:0000035
HP:0012647,,Abnormal inflammatory response,,,Abnormal inflammatory response,
HP:0012648,,Decreased inflammatory response,,,Decreased inflammatory response,
HP:0012649,,Increased inflammatory response,,,Increased inflammatory response,
HP:0012650,,Perisylvian polymicrogyria,,none,Perisylvian polymicrogyria,
HP:0012651,,Abasia,,,Abasia,
HP:0012652,,Exercise-induced asthma,,none,Exercise-induced asthma,
HP:0012653,,Status asthmaticus,,,Status asthmaticus,
HP:0012654,,Abnormal CSF dopamine level,,,Abnormal CSF dopamine level,
HP:0012655,,Elevated CSF dopamine level,,,Elevated CSF dopamine level,
HP:0012656,,Reduced CSF dopamine level,,,Reduced CSF dopamine level,
HP:0012657,,Abnormal brain positron emission tomography,,,Abnormal brain positron emission tomography,
HP:0012658,,Abnormal brain FDG positron emission tomography,,none,Abnormal brain FDG positron emission tomography,
HP:0012659,,Prefrontal hypometabolism in FDG PET,,,Prefrontal hypometabolism in FDG PET,
HP:0012660,,Thalamic hypometabolism in FDG PET,,,Thalamic hypometabolism in FDG PET,
HP:0012661,,Hypothalamic hypometabolism in FDG PET,,,Hypothalamic hypometabolism in FDG PET,
HP:0012662,,Parietal hypometabolism in FDG PET,,,Parietal hypometabolism in FDG PET,
HP:0012663,,Mildly reduced ejection fraction,,,Mildly reduced ejection fraction,
HP:0012664,,Reduced ejection fraction,,,Reduced ejection fraction,
HP:0012665,,Moderately reduced ejection fraction,,,Moderately reduced ejection fraction,
HP:0012666,,Severely reduced ejection fraction,,,Severely reduced ejection fraction,
HP:0012667,,Regional left ventricular wall motion abnormality,,,Regional left ventricular wall motion abnormality,
HP:0012668,,Vasovagal syncope,,,Vasovagal syncope,
HP:0012669,,Carotid sinus syncope,,,Carotid sinus syncope,
HP:0012670,,Orthostatic syncope,,,Orthostatic syncope,
HP:0012671,,Abulia,,,Abulia,
HP:0012672,,Akinetic mutism,,,Akinetic mutism,
HP:0012673,,Aplasia of the upper vagina,,congenital abnormality,Aplasia of the upper vagina,
HP:0012674,,Aplasia of the lower vagina,,,Aplasia of the lower vagina,
HP:0012675,,Iron accumulation in brain,,,Iron accumulation in brain,
HP:0012676,,Copper accumulation in brain,,,Copper accumulation in brain,
HP:0012677,,Iron accumulation in globus pallidus,,,Iron accumulation in globus pallidus,
HP:0012678,,Iron accumulation in substantia nigra,,,Iron accumulation in substantia nigra,
HP:0012679,,Widened interpedicular distance,,,Widened interpedicular distance,
HP:0012680,,Abnormality of the pineal gland,,,Abnormality of the pineal gland,
HP:0012681,,Abnormality of pineal morphology,,none,Abnormality of pineal morphology,
HP:0012682,,Pineal gland calcification,,,Pineal gland calcification,
HP:0012683,,Pineal cyst,,none,Pineal cyst,
HP:0012684,,Abnormal pineal volume,,,Abnormal pineal volume,
HP:0012685,,Decreased pineal volume,,,Decreased pineal volume,
HP:0012686,,Increased pineal volume,,,Increased pineal volume,
HP:0012687,,Agenesis of pineal gland,,,Agenesis of pineal gland,
HP:0012688,,Abnormality of pineal physiology,,,Abnormality of pineal physiology,
HP:0012689,,Abnormal pineal melatonin secretion,,,Abnormal pineal melatonin secretion,
HP:0012690,,T2 hypointense thalamus,,,T2 hypointense thalamus,
HP:0012691,,Focal T2 hypointense thalamic lesion,,,Focal T2 hypointense thalamic lesion,
HP:0012692,,Focal T2 hyperintense thalamic lesion,,,Focal T2 hyperintense thalamic lesion,
HP:0012693,,Abnormal thalamic size,,,Abnormal thalamic size,
HP:0012694,,Enlarged thalamic volume,,,Enlarged thalamic volume,
HP:0012695,,Decreased thalamic volume,,,Decreased thalamic volume,
HP:0012696,,Abnormal thalamic MRI signal intensity,,none,Abnormal thalamic MRI signal intensity,
HP:0012697,,Small basal ganglia,,,Small basal ganglia,
HP:0012698,,Cerebellar gliosis,,none,Cerebellar gliosis,
HP:0012699,,Anomaly of lower limb diaphyses,,,Anomaly of lower limb diaphyses,
HP:0012700,,Abnormal large intestine physiology,,,Abnormal large intestine physiology,
HP:0012701,,Bowel urgency,,none,Bowel urgency,
HP:0012702,,Tenesmus,,,Tenesmus,
HP:0012703,,Abnormal subarachnoid space morphology,,,Abnormal subarachnoid space morphology,
HP:0012704,,Widened subarachnoid space,,none,Widened subarachnoid space,
HP:0012705,,Abnormal metabolic brain imaging by MRS,,,Abnormal metabolic brain imaging by MRS,
HP:0012706,,Elevated brain choline level by MRS,,,Elevated brain choline level by MRS,
HP:0012707,,Elevated brain lactate level by MRS,,none,Elevated brain lactate level by MRS,
HP:0012708,,Reduced brain N-acetyl aspartate level by MRS,,none,Reduced brain N-acetyl aspartate level by MRS,
HP:0012709,,Abnormal brain choline/creatine ratio by MRS,,,Abnormal brain choline/creatine ratio by MRS,
HP:0012710,,Ingrown nail,,non-facial dysmorphism,Ingrown nail,
HP:0012711,,Delayed ossification of vertebral epiphysis,,,Delayed ossification of vertebral epiphysis,
HP:0012712,,Mild hearing impairment,,none,Mild hearing impairment,
HP:0012713,,Moderate hearing impairment,,,Moderate hearing impairment,
HP:0012714,,Severe hearing impairment,,none,Severe hearing impairment,
HP:0012715,,Profound hearing impairment,,none,Profound hearing impairment,
HP:0012716,,Moderate conductive hearing impairment,,none,Moderate conductive hearing impairment,
HP:0012717,,Severe conductive hearing impairment,,,Severe conductive hearing impairment,
HP:0012718,,Morphological abnormality of the gastrointestinal tract,,,Morphological abnormality of the gastrointestinal tract,
HP:0012719,,Functional abnormality of the gastrointestinal tract,,none,Functional abnormality of the gastrointestinal tract,
HP:0012720,,Neoplasm of the nose,HP:0100637,,Neoplasm of the nose,
HP:0012721,,Venous malformation,,congenital abnormality,Venous malformation,
HP:0012722,,Heart block,,none,Heart block,
HP:0012723,,Sinoatrial block,,,Sinoatrial block,
HP:0012724,,Upper eyelid edema,,,Upper eyelid edema,
HP:0012725,,Cutaneous syndactyly,,congenital abnormality,Cutaneous syndactyly,HP:0010554
HP:0012726,,Episodic hypokalemia,,,Episodic hypokalemia,
HP:0012727,,Thoracic aortic aneurysm,,,Thoracic aortic aneurysm,
HP:0012728,,Fusiform descending thoracic aortic aneurysm,,,Fusiform descending thoracic aortic aneurysm,
HP:0012729,,Saccular descending thoracic aortic aneurysm,,,Saccular descending thoracic aortic aneurysm,
HP:0012730,,Aglossia,,,Aglossia,
HP:0012731,,Ectopic anterior pituitary gland,HP:0011765,none,Ectopic anterior pituitary gland,
HP:0012732,,Anorectal anomaly,,congenital abnormality,Anorectal anomaly,
HP:0012733,,Macule,,,Macule,
HP:0012734,,Ketotic hypoglycemia,,,Ketotic hypoglycemia,
HP:0012735,,Cough,,none,Cough,HP:0002795
HP:0012736,,Profound global developmental delay,,none,Profound global developmental delay,HP:0001263
HP:0012737,,Small intestinal polyp,,,Small intestinal polyp,
HP:0012738,,Agenesis of canine,,,Agenesis of canine,
HP:0012739,,Agenesis of the small intestine,,,Agenesis of the small intestine,
HP:0012740,,Papilloma,,,Papilloma,
HP:0012741,,Unilateral cryptorchidism,,congenital abnormality,Unilateral cryptorchidism,HP:0000028
HP:0012742,,Thin fingernail,HP:0040037,non-facial dysmorphism,Thin fingernail,
HP:0012743,,Abdominal obesity,,none,Abdominal obesity,HP:0001513
HP:0012744,,Femoral aplasia,,,Femoral aplasia,
HP:0012745,,Short palpebral fissure,,facial dysmorphism,Short palpebral fissure,HP:0000581
HP:0012746,,Thin toenail,HP:0040038,non-facial dysmorphism,Thin toenail,
HP:0012747,,Abnormal brainstem MRI signal intensity,,,Abnormal brainstem MRI signal intensity,
HP:0012748,,Focal T2 hyperintense brainstem lesion,,none,Focal T2 hyperintense brainstem lesion,
HP:0012749,,Focal T2 hypointense brainstem lesion,,,Focal T2 hypointense brainstem lesion,
HP:0012750,,T2 hypointense brainstem,,,T2 hypointense brainstem,
HP:0012751,,Abnormal basal ganglia MRI signal intensity,,none,Abnormal basal ganglia MRI signal intensity,
HP:0012752,,Focal T2 hypointense basal ganglia lesion,,,Focal T2 hypointense basal ganglia lesion,
HP:0012753,,T2 hypointense basal ganglia,,,T2 hypointense basal ganglia,
HP:0012754,,CNS hypermyelination,,,CNS hypermyelination,
HP:0012755,,Enlarged brainstem,,none,Enlarged brainstem,
HP:0012756,,CSF polymorphonuclear pleocytosis,,,CSF polymorphonuclear pleocytosis,
HP:0012757,,Abnormal neuron morphology,,,Abnormal neuron morphology,
HP:0012758,,Neurodevelopmental delay,,none,Neurodevelopmental delay,HP:0001263
HP:0012759,,Neurodevelopmental abnormality,,none,Neurodevelopmental abnormality,
HP:0012760,,Impaired social reciprocity,,none,Impaired social reciprocity,HP:0000708
HP:0012761,,Absent mastoid,HP:0200110,,Absent mastoid,
HP:0012762,,Cerebral white matter atrophy,,none,Cerebral white matter atrophy,
HP:0012763,,Paroxysmal dyspnea,,,Paroxysmal dyspnea,
HP:0012764,,Orthopnea,,,Orthopnea,
HP:0012765,,Widened cerebellar subarachnoid space,,none,Widened cerebellar subarachnoid space,
HP:0012766,,Widened cerebral subarachnoid space,,none,Widened cerebral subarachnoid space,
HP:0012767,,Abnormal placental size,,,Abnormal placental size,
HP:0012768,,Neonatal asphyxia,,none,Neonatal asphyxia,HP:0002643
HP:0012769,,Abnormal arm span,,,Abnormal arm span,
HP:0012770,,Reduced arm span,,,Reduced arm span,
HP:0012771,,Increased arm span,,none,Increased arm span,
HP:0012772,,Abnormal upper to lower segment ratio,,,Abnormal upper to lower segment ratio,
HP:0012773,,Reduced upper to lower segment ratio,,,Reduced upper to lower segment ratio,
HP:0012774,,Increased upper to lower segment ratio,,,Increased upper to lower segment ratio,
HP:0012775,,Stellate iris,,,Stellate iris,
HP:0012776,,Abnormal ciliary body morphology,,,Abnormal ciliary body morphology,
HP:0012777,,Retinal neoplasm,,,Retinal neoplasm,
HP:0012778,,Retinal astrocytic hamartoma,,,Retinal astrocytic hamartoma,
HP:0012779,,Transient hearing impairment,,none,Transient hearing impairment,HP:0000365
HP:0012780,,Neoplasm of the ear,,,Neoplasm of the ear,
HP:0012781,,Mid-frequency hearing loss,,none,Mid-frequency hearing loss,
HP:0012782,,Perilobar nephrogenic rest,,,Perilobar nephrogenic rest,
HP:0012783,,Intralobar nephrogenic rest,,,Intralobar nephrogenic rest,
HP:0012784,,Perinephritis,,,Perinephritis,
HP:0012785,,Flexion contracture of finger,,congenital abnormality,Flexion contracture of finger,HP:0100490
HP:0012786,,Recurrent cystitis,,none,Recurrent cystitis,
HP:0012787,,Recurrent pyelonephritis,,,Recurrent pyelonephritis,
HP:0012788,,Reticulate pigmentation of oral mucosa,,,Reticulate pigmentation of oral mucosa,
HP:0012789,,Hypoplasia of the calcaneus,,,Hypoplasia of the calcaneus,
HP:0012790,,Abnormal intramembranous ossification,,,Abnormal intramembranous ossification,
HP:0012791,,Abnormal humeral ossification,,,Abnormal humeral ossification,
HP:0012792,,Absent ossification of thoracic vertebral bodies,,,Absent ossification of thoracic vertebral bodies,
HP:0012793,,Kinked brainstem,,,Kinked brainstem,
HP:0012794,,Periventricular white matter hypodensities,,none,Periventricular white matter hypodensities,HP:0007103
HP:0012795,,Abnormality of the optic disc,,none,Abnormality of the optic disc,
HP:0012796,,Increased cup-to-disc ratio,,,Increased cup-to-disc ratio,
HP:0012797,,Lymphatic vessel neoplasm,,,Lymphatic vessel neoplasm,
HP:0012798,,Pulmonary lymphangiomyomatosis,,,Pulmonary lymphangiomyomatosis,
HP:0012799,,Unilateral facial palsy,,,Unilateral facial palsy,
HP:0012800,,Accessory cranial suture,,,Accessory cranial suture,
HP:0012801,,Narrow jaw,,facial dysmorphism,Narrow jaw,HP:0000277
HP:0012802,,Broad jaw,,facial dysmorphism,Broad jaw,HP:0000277
HP:0012803,,Anisometropia,,none,Anisometropia,HP:0000539
HP:0012804,,Corneal ulceration,,none,Corneal ulceration,
HP:0012805,,Iris transillumination defect,,,Iris transillumination defect,
HP:0012806,,Proboscis,,,Proboscis,
HP:0012807,,High insertion of columella,,,High insertion of columella,
HP:0012808,,Abnormal nasal base,,facial dysmorphism,Abnormal nasal base,
HP:0012809,,Narrow nasal base,,facial dysmorphism,Narrow nasal base,HP:0000366
HP:0012810,,Wide nasal base,,facial dysmorphism,Wide nasal base,HP:0000366
HP:0012811,,Wide nasal ridge,,facial dysmorphism,Wide nasal ridge,HP:0011119
HP:0012812,,Fullness of paranasal tissue,,,Fullness of paranasal tissue,
HP:0012813,,Unilateral breast hypoplasia,,,Unilateral breast hypoplasia,
HP:0012814,,Bilateral breast hypoplasia,,,Bilateral breast hypoplasia,
HP:0012815,,Hypoplastic female external genitalia,,,Hypoplastic female external genitalia,
HP:0012816,,Right ventricular noncompaction cardiomyopathy,,,Right ventricular noncompaction cardiomyopathy,
HP:0012817,,Noncompaction cardiomyopathy,,,Noncompaction cardiomyopathy,
HP:0012818,,Biventricular noncompaction cardiomyopathy,,,Biventricular noncompaction cardiomyopathy,
HP:0012819,,Myocarditis,,none,Myocarditis,
HP:0012820,,Bilateral vocal cord paralysis,,,Bilateral vocal cord paralysis,
HP:0012821,,Unilateral vocal cord paresis,,,Unilateral vocal cord paresis,
HP:0012822,,Bilateral vocal cord paresis,,,Bilateral vocal cord paresis,
HP:0012823,,Clinical modifier,HP:0000004,,Clinical modifier,
HP:0012824,,Severity,,,Severity,
HP:0012825,,Mild,,none,Mild,
HP:0012826,,Moderate,,,Moderate,
HP:0012827,,Borderline,,,Borderline,
HP:0012828,,Severe,,none,Severe,
HP:0012829,,Profound,,,Profound,
HP:0012830,,Position,,,Position,
HP:0012831,,Laterality,,,Laterality,
HP:0012832,,Bilateral,,,Bilateral,
HP:0012833,,Unilateral,,none,Unilateral,
HP:0012834,,Right,,,Right,
HP:0012835,,Left,,,Left,
HP:0012836,,Spatial pattern,,,Spatial pattern,
HP:0012837,,Generalized,,,Generalized,
HP:0012838,,Localized,,,Localized,
HP:0012839,,Distal,,,Distal,
HP:0012840,,Proximal,,,Proximal,
HP:0012841,,Retinal vascular tortuosity,,none,Retinal vascular tortuosity,
HP:0012842,,Skin appendage neoplasm,,,Skin appendage neoplasm,
HP:0012843,,Hair follicle neoplasm,,,Hair follicle neoplasm,
HP:0012844,,Trichilemmoma,,,Trichilemmoma,
HP:0012845,,Single trichilemmoma,,,Single trichilemmoma,
HP:0012846,,Multiple trichilemmomata,,,Multiple trichilemmomata,
HP:0012847,,Epilepsia partialis continua,,,Epilepsia partialis continua,
HP:0012848,,Small intestinal stenosis,,,Small intestinal stenosis,
HP:0012849,,Small intestinal bleeding,,,Small intestinal bleeding,
HP:0012850,,Small intestinal dysmotility,,,Small intestinal dysmotility,
HP:0012851,,Colonic stenosis,,,Colonic stenosis,
HP:0012852,,Hepatic bridging fibrosis,,,Hepatic bridging fibrosis,
HP:0012853,,Scrotal hypospadias,,congenital abnormality,Scrotal hypospadias,
HP:0012854,,Midshaft hypospadias,,,Midshaft hypospadias,
HP:0012855,,Scrotal hyperpigmentation,,,Scrotal hyperpigmentation,
HP:0012856,,Abnormal scrotal rugation,,,Abnormal scrotal rugation,
HP:0012857,,Increased scrotal rugation,,,Increased scrotal rugation,
HP:0012858,,Decreased scrotal rugation,,,Decreased scrotal rugation,
HP:0012859,,Esophageal leukoplakia,,,Esophageal leukoplakia,
HP:0012860,,Testicular fibrosis,,,Testicular fibrosis,
HP:0012861,,Ovotestis,,,Ovotestis,
HP:0012862,,Abnormal germ cell morphology,,,Abnormal germ cell morphology,
HP:0012863,,Abnormal male germ cell morphology,,,Abnormal male germ cell morphology,
HP:0012864,,Abnormal sperm morphology,,,Abnormal sperm morphology,
HP:0012865,,Sperm head anomaly,,,Sperm head anomaly,
HP:0012866,,Sperm neck anomaly,,,Sperm neck anomaly,
HP:0012867,,Sperm mid-piece anomaly,,,Sperm mid-piece anomaly,
HP:0012868,,Sperm tail anomaly,,,Sperm tail anomaly,
HP:0012869,,Acephalic spermatozoa,,,Acephalic spermatozoa,
HP:0012870,,Vanishing testis,,,Vanishing testis,
HP:0012871,,Varicocele,,none,Varicocele,
HP:0012872,,Abnormal vas deferens morphology,,,Abnormal vas deferens morphology,
HP:0012873,,Absent vas deferens,,,Absent vas deferens,
HP:0012874,,Abnormal male reproductive system physiology,,,Abnormal male reproductive system physiology,
HP:0012875,,Abnormal ejaculation,,,Abnormal ejaculation,
HP:0012876,,Premature ejaculation,,,Premature ejaculation,
HP:0012877,,Retrograde ejaculation,,,Retrograde ejaculation,
HP:0012878,,Retarded ejaculation,,,Retarded ejaculation,
HP:0012879,,Anejaculation,,,Anejaculation,
HP:0012880,,Abnormality of the labia minora,,,Abnormality of the labia minora,
HP:0012881,,Abnormality of the labia majora,,none,Abnormality of the labia majora,
HP:0012882,,Hyperplastic labia majora,,congenital abnormality,Hyperplastic labia majora,
HP:0012883,,Fallopian tube cyst,,,Fallopian tube cyst,
HP:0012884,,Fallopian tube torsion,,,Fallopian tube torsion,
HP:0012885,,Fallopian tube duplication,,,Fallopian tube duplication,
HP:0012886,,Hemorrhagic ovarian cyst,,,Hemorrhagic ovarian cyst,
HP:0012887,,Ovarian serous cystadenoma,,,Ovarian serous cystadenoma,
HP:0012888,,Abnormality of the uterine cervix,,none,Abnormality of the uterine cervix,
HP:0012889,,Cervical endometriosis,,,Cervical endometriosis,
HP:0012890,,Posteriorly placed anus,,congenital abnormality,Posteriorly placed anus,
HP:0012891,,High posterior hairline,,,High posterior hairline,
HP:0012892,,Facial muscle hypertrophy,,,Facial muscle hypertrophy,
HP:0012893,,Neck muscle hypertrophy,,,Neck muscle hypertrophy,
HP:0012894,,Paraspinal muscle hypertrophy,,,Paraspinal muscle hypertrophy,
HP:0012895,,Scapular muscle hypertrophy,,,Scapular muscle hypertrophy,
HP:0012896,,Abnormal motor evoked potentials,,,Abnormal motor evoked potentials,
HP:0012897,,Abnormal upper-limb motor evoked potentials,,,Abnormal upper-limb motor evoked potentials,
HP:0012898,,Abnormal lower-limb motor evoked potentials,,,Abnormal lower-limb motor evoked potentials,
HP:0012899,,Handgrip myotonia,,,Handgrip myotonia,
HP:0012900,,Myotonia of the face,,,Myotonia of the face,
HP:0012901,,Myotonia of the jaw,,,Myotonia of the jaw,
HP:0012902,,Myotonia of the lower limb,,,Myotonia of the lower limb,
HP:0012903,,Myotonia of the upper limb,,,Myotonia of the upper limb,
HP:0012904,,Cold-sensitive myotonia,,,Cold-sensitive myotonia,
HP:0012905,,Euryblepharon,,,Euryblepharon,
HP:0020006,,Ciliary body coloboma,,,Ciliary body coloboma,
HP:0020034,,Diffuse,,,Diffuse,
HP:0020035,,Lower limb dysmetria,,none,Lower limb dysmetria,
HP:0020036,,Upper limb dysmetria,,none,Upper limb dysmetria,
HP:0020037,,Astasia,,,Astasia,
HP:0020038,,Vertebrobasilar dolichoectasia,,,Vertebrobasilar dolichoectasia,
HP:0020041,,Double elevator palsy,,,Double elevator palsy,
HP:0020042,,Double depressor palsy,,,Double depressor palsy,
HP:0020043,,Vertical incomitant strabismus,,,Vertical incomitant strabismus,
HP:0020044,,Horizontal incomitant strabismus,,,Horizontal incomitant strabismus,
HP:0020045,,Esodeviation,,none,Esodeviation,HP:0000486
HP:0020046,,Accommodative esotropia,,,Accommodative esotropia,
HP:0020047,,Abnormal myeloid cell morphology,,,Abnormal myeloid cell morphology,
HP:0020048,,Reduced bone-marrow pro-B cell count,,,Reduced bone-marrow pro-B cell count,
HP:0020049,,Exodeviation,,none,Exodeviation,HP:0000486
HP:0020050,,Anti-granulocyte-macrophage colony stimulating factor antibody positivity,,,Anti-granulocyte-macrophage colony stimulating factor antibody positivity,
HP:0020054,,Abnormal erythrocyte physiology,,,Abnormal erythrocyte physiology,
HP:0020058,,Abnormal red blood cell count,,,Abnormal red blood cell count,
HP:0020059,,Increased red blood cell count,,,Increased red blood cell count,
HP:0020060,,Decreased red blood cell count,,,Decreased red blood cell count,
HP:0020061,,Abnormal hemoglobin concentration,,,Abnormal hemoglobin concentration,
HP:0020062,,Decreased hemoglobin concentration,,,Decreased hemoglobin concentration,
HP:0020063,,Increased hemoglobin concentration,,,Increased hemoglobin concentration,
HP:0020064,,Abnormal eosinophil count,,,Abnormal eosinophil count,
HP:0020071,,Viremia,,,Viremia,
HP:0020072,,Persistent EBV viremia,,,Persistent EBV viremia,
HP:0020073,,Hypopigmented macule,,,Hypopigmented macule,
HP:0020074,,Crystalluria,,,Crystalluria,
HP:0020075,,Leucine crystalluria,,,Leucine crystalluria,
HP:0020076,,Wrist ganglion,,,Wrist ganglion,
HP:0020077,,Carnitinuria,,,Carnitinuria,
HP:0020078,,Alaninuria,,,Alaninuria,
HP:0020079,,Beta-alaninuria,,,Beta-alaninuria,
HP:0020080,,Erythrocyte inclusion bodies,,,Erythrocyte inclusion bodies,
HP:0020081,,Pappenheimer bodies,,,Pappenheimer bodies,
HP:0020082,,Heinz bodies,,,Heinz bodies,
HP:0020083,,Furuncle,,,Furuncle,
HP:0020084,,Carbuncle,,,Carbuncle,
HP:0020085,,Infection following live vaccination,,,Infection following live vaccination,
HP:0020086,,BCGitis,,,BCGitis,
HP:0020087,,BCGosis,,,BCGosis,
HP:0020088,,Post-vaccination measles,,,Post-vaccination measles,
HP:0020089,,Post-vaccination rubella,,,Post-vaccination rubella,
HP:0020090,,Post-vaccination polio,,,Post-vaccination polio,
HP:0020091,,Post-vaccination rotavirus infection,,,Post-vaccination rotavirus infection,
HP:0020093,,Recurrent deep organ abscess formation,,,Recurrent deep organ abscess formation,
HP:0020095,,Prolonged need of intravenous antibiotic therapy,,,Prolonged need of intravenous antibiotic therapy,
HP:0020096,,Recurrent streptococcal infections,,,Recurrent streptococcal infections,
HP:0020097,,Infection due to encapsulated bacteria,,,Infection due to encapsulated bacteria,
HP:0020098,,Herpes encephalitis,,,Herpes encephalitis,
HP:0020099,,Severe norovirus infection,,,Severe norovirus infection,
HP:0020100,,Unusual fungal infection,,,Unusual fungal infection,
